Year,Season,REALM,Metrics,values
1988,Spring,Arctic,meanMaxInt,0.7217602759622368
1988,Spring,Arctic,meanDuration,10.856209150326798
1988,Spring,Arctic,Number_Events,2754
1988,Spring,Central Indo-Pacific,meanCumInt,11.938268286696122
1988,Spring,Central Indo-Pacific,meanMaxInt,1.626832204221895
1988,Spring,Central Indo-Pacific,meanDuration,8.91458026509573
1988,Spring,Central Indo-Pacific,Number_Events,2037
1988,Spring,Eastern Indo-Pacific,meanCumInt,11.100913043478261
1988,Spring,Eastern Indo-Pacific,meanMaxInt,1.4341217391304348
1988,Spring,Eastern Indo-Pacific,meanDuration,8.630434782608695
1988,Spring,Eastern Indo-Pacific,Number_Events,46
1988,Spring,Southern Ocean,meanCumInt,2.2649890046296295
1988,Spring,Southern Ocean,meanMaxInt,0.21607337962962964
1988,Spring,Southern Ocean,meanDuration,13.016203703703704
1988,Spring,Southern Ocean,Number_Events,864
1988,Spring,Temperate Australasia,meanCumInt,11.689852083333333
1988,Spring,Temperate Australasia,meanMaxInt,1.4021586805555555
1988,Spring,Temperate Australasia,meanDuration,10.145833333333334
1988,Spring,Temperate Australasia,Number_Events,288
1988,Spring,Temperate Northern Atlantic,meanCumInt,23.285349700598804
1988,Spring,Temperate Northern Atlantic,meanMaxInt,2.10908622754491
1988,Spring,Temperate Northern Atlantic,meanDuration,11.341317365269461
1988,Spring,Temperate Northern Atlantic,Number_Events,167
1988,Spring,Temperate Northern Pacific,meanCumInt,17.31244332129964
1988,Spring,Temperate Northern Pacific,meanMaxInt,2.067989891696751
1988,Spring,Temperate Northern Pacific,meanDuration,9.657039711191336
1988,Spring,Temperate Northern Pacific,Number_Events,277
1988,Spring,Temperate South America,meanCumInt,10.226692134831461
1988,Spring,Temperate South America,meanMaxInt,1.2023516853932585
1988,Spring,Temperate South America,meanDuration,9.797752808988765
1988,Spring,Temperate South America,Number_Events,89
1988,Spring,Temperate Southern Africa,meanCumInt,10.861816666666666
1988,Spring,Temperate Southern Africa,meanMaxInt,1.885661111111111
1988,Spring,Temperate Southern Africa,meanDuration,7.305555555555555
1988,Spring,Temperate Southern Africa,Number_Events,36
1988,Spring,Tropical Atlantic,meanCumInt,9.27460588235294
1988,Spring,Tropical Atlantic,meanMaxInt,1.5773664705882353
1988,Spring,Tropical Atlantic,meanDuration,6.647058823529412
1988,Spring,Tropical Atlantic,Number_Events,170
1988,Spring,Tropical Eastern Pacific,meanCumInt,8.835714285714285
1988,Spring,Tropical Eastern Pacific,meanMaxInt,1.2841857142857143
1988,Spring,Tropical Eastern Pacific,meanDuration,8
1988,Spring,Tropical Eastern Pacific,Number_Events,7
1988,Spring,Western Indo-Pacific,meanCumInt,12.731660682492581
1988,Spring,Western Indo-Pacific,meanMaxInt,1.5357356083086053
1988,Spring,Western Indo-Pacific,meanDuration,10.167655786350148
1988,Spring,Western Indo-Pacific,Number_Events,674
1988,Summer,Arctic,meanCumInt,15.131845711468944
1988,Summer,Arctic,meanMaxInt,1.9906274728885969
1988,Summer,Arctic,meanDuration,8.682221491948734
1988,Summer,Arctic,Number_Events,3043
1988,Summer,Central Indo-Pacific,meanCumInt,11.940098668146504
1988,Summer,Central Indo-Pacific,meanMaxInt,1.5747783573806882
1988,Summer,Central Indo-Pacific,meanDuration,8.805771365149834
1988,Summer,Central Indo-Pacific,Number_Events,901
1988,Summer,Eastern Indo-Pacific,meanCumInt,9.81185294117647
1988,Summer,Eastern Indo-Pacific,meanMaxInt,1.4351049019607842
1988,Summer,Eastern Indo-Pacific,meanDuration,8.215686274509803
1988,Summer,Eastern Indo-Pacific,Number_Events,102
1988,Summer,Southern Ocean,meanCumInt,8.938351956815115
1988,Summer,Southern Ocean,meanMaxInt,1.0130085020242916
1988,Summer,Southern Ocean,meanDuration,10.642375168690958
1988,Summer,Southern Ocean,Number_Events,741
1988,Summer,Temperate Australasia,meanCumInt,11.793876023391812
1988,Summer,Temperate Australasia,meanMaxInt,1.8416590643274853
1988,Summer,Temperate Australasia,meanDuration,7.7368421052631575
1988,Summer,Temperate Australasia,Number_Events,171
1988,Summer,Temperate Northern Atlantic,meanCumInt,26.065861061946904
1988,Summer,Temperate Northern Atlantic,meanMaxInt,2.6293882005899705
1988,Summer,Temperate Northern Atlantic,meanDuration,10.815634218289086
1988,Summer,Temperate Northern Atlantic,Number_Events,678
1988,Summer,Temperate Northern Pacific,meanCumInt,15.27965085910653
1988,Summer,Temperate Northern Pacific,meanMaxInt,2.368584536082474
1988,Summer,Temperate Northern Pacific,meanDuration,7.56701030927835
1988,Summer,Temperate Northern Pacific,Number_Events,291
1988,Summer,Temperate South America,meanCumInt,13.152740909090909
1988,Summer,Temperate South America,meanMaxInt,2.0577939393939393
1988,Summer,Temperate South America,meanDuration,7.378787878787879
1988,Summer,Temperate South America,Number_Events,66
1988,Summer,Temperate Southern Africa,meanCumInt,23.415957142857142
1988,Summer,Temperate Southern Africa,meanMaxInt,2.456442857142857
1988,Summer,Temperate Southern Africa,meanDuration,10.952380952380953
1988,Summer,Temperate Southern Africa,Number_Events,21
1988,Summer,Tropical Atlantic,meanCumInt,8.56151393728223
1988,Summer,Tropical Atlantic,meanMaxInt,1.5083738675958187
1988,Summer,Tropical Atlantic,meanDuration,6.958188153310105
1988,Summer,Tropical Atlantic,Number_Events,287
1988,Summer,Western Indo-Pacific,meanCumInt,12.089915061058345
1988,Summer,Western Indo-Pacific,meanMaxInt,1.598821302578019
1988,Summer,Western Indo-Pacific,meanDuration,9.153324287652646
1988,Summer,Western Indo-Pacific,Number_Events,737
1988,Winter,Arctic,meanCumInt,4.696990127809608
1988,Winter,Arctic,meanMaxInt,0.4548457470251212
1988,Winter,Arctic,meanDuration,12.594975760246804
1988,Winter,Arctic,Number_Events,2269
1988,Winter,Central Indo-Pacific,meanCumInt,14.873459160839161
1988,Winter,Central Indo-Pacific,meanMaxInt,1.6205986013986013
1988,Winter,Central Indo-Pacific,meanDuration,11.112587412587413
1988,Winter,Central Indo-Pacific,Number_Events,1430
1988,Winter,Eastern Indo-Pacific,meanCumInt,7.807496363636364
1988,Winter,Eastern Indo-Pacific,meanMaxInt,1.181141818181818
1988,Winter,Eastern Indo-Pacific,meanDuration,7.909090909090909
1988,Winter,Eastern Indo-Pacific,Number_Events,55
1988,Winter,Southern Ocean,meanCumInt,1.7413307692307691
1988,Winter,Southern Ocean,meanMaxInt,0.16531824175824175
1988,Winter,Southern Ocean,meanDuration,12.048351648351648
1988,Winter,Southern Ocean,Number_Events,910
1988,Winter,Temperate Australasia,meanCumInt,20.94691282051282
1988,Winter,Temperate Australasia,meanMaxInt,1.4667910256410257
1988,Winter,Temperate Australasia,meanDuration,16.727564102564102
1988,Winter,Temperate Australasia,Number_Events,312
1988,Winter,Temperate Northern Atlantic,meanCumInt,19.77428761061947
1988,Winter,Temperate Northern Atlantic,meanMaxInt,1.7729480088495575
1988,Winter,Temperate Northern Atlantic,meanDuration,12.276548672566372
1988,Winter,Temperate Northern Atlantic,Number_Events,452
1988,Winter,Temperate Northern Pacific,meanCumInt,15.26339742063492
1988,Winter,Temperate Northern Pacific,meanMaxInt,1.721805357142857
1988,Winter,Temperate Northern Pacific,meanDuration,9.71031746031746
1988,Winter,Temperate Northern Pacific,Number_Events,504
1988,Winter,Temperate South America,meanCumInt,13.548934673366833
1988,Winter,Temperate South America,meanMaxInt,1.2300613065326633
1988,Winter,Temperate South America,meanDuration,12.42713567839196
1988,Winter,Temperate South America,Number_Events,199
1988,Winter,Temperate Southern Africa,meanCumInt,18.162256451612905
1988,Winter,Temperate Southern Africa,meanMaxInt,1.9392112903225807
1988,Winter,Temperate Southern Africa,meanDuration,11.53225806451613
1988,Winter,Temperate Southern Africa,Number_Events,62
1988,Winter,Tropical Atlantic,meanCumInt,7.43165971563981
1988,Winter,Tropical Atlantic,meanMaxInt,1.317080568720379
1988,Winter,Tropical Atlantic,meanDuration,6.815165876777251
1988,Winter,Tropical Atlantic,Number_Events,211
1988,Winter,Tropical Eastern Pacific,meanCumInt,15.176968115942028
1988,Winter,Tropical Eastern Pacific,meanMaxInt,1.5113304347826086
1988,Winter,Tropical Eastern Pacific,meanDuration,12.507246376811594
1988,Winter,Tropical Eastern Pacific,Number_Events,69
1988,Winter,Western Indo-Pacific,meanCumInt,11.289125272727272
1988,Winter,Western Indo-Pacific,meanMaxInt,1.39053
1988,Winter,Western Indo-Pacific,meanDuration,9.49090909090909
1988,Winter,Western Indo-Pacific,Number_Events,550
1989,Autumn,Arctic,meanCumInt,15.622926077812828
1989,Autumn,Arctic,meanMaxInt,1.7163207150368034
1989,Autumn,Arctic,meanDuration,9.452155625657204
1989,Autumn,Arctic,Number_Events,951
1989,Autumn,Central Indo-Pacific,meanCumInt,8.957617857142857
1989,Autumn,Central Indo-Pacific,meanMaxInt,1.4666335034013604
1989,Autumn,Central Indo-Pacific,meanDuration,7.168367346938775
1989,Autumn,Central Indo-Pacific,Number_Events,588
1989,Autumn,Eastern Indo-Pacific,meanCumInt,17.363116
1989,Autumn,Eastern Indo-Pacific,meanMaxInt,1.491096
1989,Autumn,Eastern Indo-Pacific,meanDuration,12.12
1989,Autumn,Eastern Indo-Pacific,Number_Events,25
1989,Autumn,Southern Ocean,meanCumInt,5.969594382022472
1989,Autumn,Southern Ocean,meanMaxInt,0.603950153217569
1989,Autumn,Southern Ocean,meanDuration,11.989785495403472
1989,Autumn,Southern Ocean,Number_Events,979
1989,Autumn,Temperate Australasia,meanCumInt,16.090993205944798
1989,Autumn,Temperate Australasia,meanMaxInt,1.7670857749469215
1989,Autumn,Temperate Australasia,meanDuration,10.802547770700636
1989,Autumn,Temperate Australasia,Number_Events,471
1989,Autumn,Temperate Northern Atlantic,meanCumInt,15.154165203761755
1989,Autumn,Temperate Northern Atlantic,meanMaxInt,1.8837489028213166
1989,Autumn,Temperate Northern Atlantic,meanDuration,9.297805642633229
1989,Autumn,Temperate Northern Atlantic,Number_Events,319
1989,Autumn,Temperate Northern Pacific,meanCumInt,19.508708163265307
1989,Autumn,Temperate Northern Pacific,meanMaxInt,2.1432044217687074
1989,Autumn,Temperate Northern Pacific,meanDuration,10.438775510204081
1989,Autumn,Temperate Northern Pacific,Number_Events,294
1989,Autumn,Temperate South America,meanCumInt,12.150103626943006
1989,Autumn,Temperate South America,meanMaxInt,1.415380310880829
1989,Autumn,Temperate South America,meanDuration,9.865284974093264
1989,Autumn,Temperate South America,Number_Events,193
1989,Autumn,Temperate Southern Africa,meanCumInt,12.516741666666666
1989,Autumn,Temperate Southern Africa,meanMaxInt,2.249991666666667
1989,Autumn,Temperate Southern Africa,meanDuration,6.666666666666667
1989,Autumn,Temperate Southern Africa,Number_Events,12
1989,Autumn,Tropical Atlantic,meanCumInt,8.712559701492538
1989,Autumn,Tropical Atlantic,meanMaxInt,1.4814283582089551
1989,Autumn,Tropical Atlantic,meanDuration,6.813432835820896
1989,Autumn,Tropical Atlantic,Number_Events,134
1989,Autumn,Tropical Eastern Pacific,meanCumInt,8.632188888888889
1989,Autumn,Tropical Eastern Pacific,meanMaxInt,1.6866666666666665
1989,Autumn,Tropical Eastern Pacific,meanDuration,6
1989,Autumn,Tropical Eastern Pacific,Number_Events,18
1989,Autumn,Western Indo-Pacific,meanCumInt,8.035706097560976
1989,Autumn,Western Indo-Pacific,meanMaxInt,1.4449573170731707
1989,Autumn,Western Indo-Pacific,meanDuration,6.621951219512195
1989,Autumn,Western Indo-Pacific,Number_Events,164
1989,Spring,Arctic,meanCumInt,7.079291296809986
1989,Spring,Arctic,meanMaxInt,0.6773558599167823
1989,Spring,Arctic,meanDuration,13.78987517337032
1989,Spring,Arctic,Number_Events,2884
1989,Spring,Central Indo-Pacific,meanCumInt,8.834375545851529
1989,Spring,Central Indo-Pacific,meanMaxInt,1.47050403930131
1989,Spring,Central Indo-Pacific,meanDuration,7.198689956331878
1989,Spring,Central Indo-Pacific,Number_Events,916
1989,Spring,Eastern Indo-Pacific,meanCumInt,7.264819512195122
1989,Spring,Eastern Indo-Pacific,meanMaxInt,1.2441975609756097
1989,Spring,Eastern Indo-Pacific,meanDuration,7.195121951219512
1989,Spring,Eastern Indo-Pacific,Number_Events,41
1989,Spring,Southern Ocean,meanCumInt,3.5759454976303315
1989,Spring,Southern Ocean,meanMaxInt,0.3580350710900474
1989,Spring,Southern Ocean,meanDuration,12.074881516587677
1989,Spring,Southern Ocean,Number_Events,1055
1989,Spring,Temperate Australasia,meanCumInt,25.190708463949843
1989,Spring,Temperate Australasia,meanMaxInt,1.664451724137931
1989,Spring,Temperate Australasia,meanDuration,18.12539184952978
1989,Spring,Temperate Australasia,Number_Events,319
1989,Spring,Temperate Northern Atlantic,meanCumInt,13.11357688172043
1989,Spring,Temperate Northern Atlantic,meanMaxInt,1.883920430107527
1989,Spring,Temperate Northern Atlantic,meanDuration,7.966397849462366
1989,Spring,Temperate Northern Atlantic,Number_Events,744
1989,Spring,Temperate Northern Pacific,meanCumInt,13.159348983739838
1989,Spring,Temperate Northern Pacific,meanMaxInt,1.9512510162601626
1989,Spring,Temperate Northern Pacific,meanDuration,7.953252032520325
1989,Spring,Temperate Northern Pacific,Number_Events,492
1989,Spring,Temperate South America,meanCumInt,9.288723529411765
1989,Spring,Temperate South America,meanMaxInt,1.4154091503267974
1989,Spring,Temperate South America,meanDuration,8.356209150326798
1989,Spring,Temperate South America,Number_Events,306
1989,Spring,Temperate Southern Africa,meanCumInt,12.5718125
1989,Spring,Temperate Southern Africa,meanMaxInt,1.7928729166666666
1989,Spring,Temperate Southern Africa,meanDuration,8.520833333333334
1989,Spring,Temperate Southern Africa,Number_Events,48
1989,Spring,Tropical Atlantic,meanCumInt,9.431831666666668
1989,Spring,Tropical Atlantic,meanMaxInt,1.491938888888889
1989,Spring,Tropical Atlantic,meanDuration,7.377777777777778
1989,Spring,Tropical Atlantic,Number_Events,180
1989,Spring,Tropical Eastern Pacific,meanCumInt,6.56175
1989,Spring,Tropical Eastern Pacific,meanMaxInt,1.5452
1989,Spring,Tropical Eastern Pacific,meanDuration,5
1989,Spring,Tropical Eastern Pacific,Number_Events,2
1989,Spring,Western Indo-Pacific,meanCumInt,10.52387874015748
1989,Spring,Western Indo-Pacific,meanMaxInt,1.7216535433070865
1989,Spring,Western Indo-Pacific,meanDuration,7.464566929133858
1989,Spring,Western Indo-Pacific,Number_Events,127
1989,Summer,Arctic,meanCumInt,19.38191494880546
1989,Summer,Arctic,meanMaxInt,2.135825119453925
1989,Summer,Arctic,meanDuration,9.210921501706485
1989,Summer,Arctic,Number_Events,1465
1989,Summer,Central Indo-Pacific,meanCumInt,9.976154098360656
1989,Summer,Central Indo-Pacific,meanMaxInt,1.5232587978142076
1989,Summer,Central Indo-Pacific,meanDuration,7.759562841530054
1989,Summer,Central Indo-Pacific,Number_Events,915
1989,Summer,Eastern Indo-Pacific,meanCumInt,6.45088947368421
1989,Summer,Eastern Indo-Pacific,meanMaxInt,1.1555368421052632
1989,Summer,Eastern Indo-Pacific,meanDuration,6.526315789473684
1989,Summer,Eastern Indo-Pacific,Number_Events,19
1989,Summer,Southern Ocean,meanCumInt,12.719670475113123
1989,Summer,Southern Ocean,meanMaxInt,1.277066628959276
1989,Summer,Southern Ocean,meanDuration,12.518099547511312
1989,Summer,Southern Ocean,Number_Events,884
1989,Summer,Temperate Australasia,meanCumInt,19.01760209424084
1989,Summer,Temperate Australasia,meanMaxInt,2.154438219895288
1989,Summer,Temperate Australasia,meanDuration,10.078534031413612
1989,Summer,Temperate Australasia,Number_Events,191
1989,Summer,Temperate Northern Atlantic,meanCumInt,18.146010623781677
1989,Summer,Temperate Northern Atlantic,meanMaxInt,2.316302923976608
1989,Summer,Temperate Northern Atlantic,meanDuration,9.654970760233919
1989,Summer,Temperate Northern Atlantic,Number_Events,1026
1989,Summer,Temperate Northern Pacific,meanCumInt,16.383706214689266
1989,Summer,Temperate Northern Pacific,meanMaxInt,2.356502542372881
1989,Summer,Temperate Northern Pacific,meanDuration,8.064971751412429
1989,Summer,Temperate Northern Pacific,Number_Events,354
1989,Summer,Temperate South America,meanCumInt,18.713193835616437
1989,Summer,Temperate South America,meanMaxInt,2.074691095890411
1989,Summer,Temperate South America,meanDuration,10.445205479452055
1989,Summer,Temperate South America,Number_Events,146
1989,Summer,Temperate Southern Africa,meanCumInt,17.124136
1989,Summer,Temperate Southern Africa,meanMaxInt,2.434344
1989,Summer,Temperate Southern Africa,meanDuration,8.28
1989,Summer,Temperate Southern Africa,Number_Events,25
1989,Summer,Tropical Atlantic,meanCumInt,9.275215204678362
1989,Summer,Tropical Atlantic,meanMaxInt,1.5799602339181287
1989,Summer,Tropical Atlantic,meanDuration,7.12280701754386
1989,Summer,Tropical Atlantic,Number_Events,171
1989,Summer,Tropical Eastern Pacific,meanCumInt,7.693675
1989,Summer,Tropical Eastern Pacific,meanMaxInt,1.47586875
1989,Summer,Tropical Eastern Pacific,meanDuration,6.125
1989,Summer,Tropical Eastern Pacific,Number_Events,16
1989,Summer,Western Indo-Pacific,meanCumInt,8.526462295081966
1989,Summer,Western Indo-Pacific,meanMaxInt,1.4979762295081966
1989,Summer,Western Indo-Pacific,meanDuration,6.688524590163935
1989,Summer,Western Indo-Pacific,Number_Events,122
1989,Winter,Arctic,meanCumInt,3.7120788171394086
1989,Winter,Arctic,meanMaxInt,0.39474333132166567
1989,Winter,Arctic,meanDuration,11.614966807483404
1989,Winter,Arctic,Number_Events,1657
1989,Winter,Central Indo-Pacific,meanCumInt,11.131580255319149
1989,Winter,Central Indo-Pacific,meanMaxInt,1.6074724255319148
1989,Winter,Central Indo-Pacific,meanDuration,8.257021276595745
1989,Winter,Central Indo-Pacific,Number_Events,1175
1989,Winter,Eastern Indo-Pacific,meanCumInt,8.20325806451613
1989,Winter,Eastern Indo-Pacific,meanMaxInt,1.3158387096774193
1989,Winter,Eastern Indo-Pacific,meanDuration,7.548387096774194
1989,Winter,Eastern Indo-Pacific,Number_Events,31
1989,Winter,Southern Ocean,meanCumInt,2.886067996289425
1989,Winter,Southern Ocean,meanMaxInt,0.29060816326530614
1989,Winter,Southern Ocean,meanDuration,11.155844155844155
1989,Winter,Southern Ocean,Number_Events,1078
1989,Winter,Temperate Australasia,meanCumInt,12.957438743455498
1989,Winter,Temperate Australasia,meanMaxInt,1.447019895287958
1989,Winter,Temperate Australasia,meanDuration,10.832460732984293
1989,Winter,Temperate Australasia,Number_Events,191
1989,Winter,Temperate Northern Atlantic,meanCumInt,19.873355762081783
1989,Winter,Temperate Northern Atlantic,meanMaxInt,1.8309244114002479
1989,Winter,Temperate Northern Atlantic,meanDuration,12.281288723667906
1989,Winter,Temperate Northern Atlantic,Number_Events,807
1989,Winter,Temperate Northern Pacific,meanCumInt,12.108134472934474
1989,Winter,Temperate Northern Pacific,meanMaxInt,1.2645082621082622
1989,Winter,Temperate Northern Pacific,meanDuration,10.760683760683762
1989,Winter,Temperate Northern Pacific,Number_Events,351
1989,Winter,Temperate South America,meanCumInt,9.944182548476455
1989,Winter,Temperate South America,meanMaxInt,1.2870565096952908
1989,Winter,Temperate South America,meanDuration,8.828254847645429
1989,Winter,Temperate South America,Number_Events,361
1989,Winter,Temperate Southern Africa,meanCumInt,8.074583333333333
1989,Winter,Temperate Southern Africa,meanMaxInt,1.4865583333333334
1989,Winter,Temperate Southern Africa,meanDuration,6.5
1989,Winter,Temperate Southern Africa,Number_Events,12
1989,Winter,Tropical Atlantic,meanCumInt,10.825339247311828
1989,Winter,Tropical Atlantic,meanMaxInt,1.7069279569892473
1989,Winter,Tropical Atlantic,meanDuration,7.28494623655914
1989,Winter,Tropical Atlantic,Number_Events,186
1989,Winter,Tropical Eastern Pacific,meanCumInt,7.344735714285714
1989,Winter,Tropical Eastern Pacific,meanMaxInt,1.3138357142857142
1989,Winter,Tropical Eastern Pacific,meanDuration,6.214285714285714
1989,Winter,Tropical Eastern Pacific,Number_Events,14
1989,Winter,Western Indo-Pacific,meanCumInt,6.5159821138211385
1989,Winter,Western Indo-Pacific,meanMaxInt,1.1881975609756097
1989,Winter,Western Indo-Pacific,meanDuration,6.308943089430894
1989,Winter,Western Indo-Pacific,Number_Events,123
1990,Autumn,Arctic,meanCumInt,24.559936736064472
1990,Autumn,Arctic,meanMaxInt,1.885764674278039
1990,Autumn,Arctic,meanDuration,14.995970449966421
1990,Autumn,Arctic,Number_Events,1489
1990,Autumn,Central Indo-Pacific,meanCumInt,9.2076
1990,Autumn,Central Indo-Pacific,meanMaxInt,1.4567290178571428
1990,Autumn,Central Indo-Pacific,meanDuration,7.604166666666667
1990,Autumn,Central Indo-Pacific,Number_Events,672
1990,Autumn,Eastern Indo-Pacific,meanCumInt,7.792728787878787
1990,Autumn,Eastern Indo-Pacific,meanMaxInt,1.4916424242424242
1990,Autumn,Eastern Indo-Pacific,meanDuration,6.318181818181818
1990,Autumn,Eastern Indo-Pacific,Number_Events,66
1990,Autumn,Southern Ocean,meanCumInt,3.5877967907573813
1990,Autumn,Southern Ocean,meanMaxInt,0.44072862644415917
1990,Autumn,Southern Ocean,meanDuration,10.372272143774069
1990,Autumn,Southern Ocean,Number_Events,779
1990,Autumn,Temperate Australasia,meanCumInt,13.415297647058823
1990,Autumn,Temperate Australasia,meanMaxInt,1.6191385294117646
1990,Autumn,Temperate Australasia,meanDuration,9.726470588235294
1990,Autumn,Temperate Australasia,Number_Events,340
1990,Autumn,Temperate Northern Atlantic,meanCumInt,20.5329
1990,Autumn,Temperate Northern Atlantic,meanMaxInt,1.903207928802589
1990,Autumn,Temperate Northern Atlantic,meanDuration,12.779935275080906
1990,Autumn,Temperate Northern Atlantic,Number_Events,618
1990,Autumn,Temperate Northern Pacific,meanCumInt,18.8145219330855
1990,Autumn,Temperate Northern Pacific,meanMaxInt,2.1583986988847585
1990,Autumn,Temperate Northern Pacific,meanDuration,9.776951672862454
1990,Autumn,Temperate Northern Pacific,Number_Events,538
1990,Autumn,Temperate South America,meanCumInt,9.340992990654206
1990,Autumn,Temperate South America,meanMaxInt,1.3336116822429906
1990,Autumn,Temperate South America,meanDuration,8.233644859813085
1990,Autumn,Temperate South America,Number_Events,214
1990,Autumn,Temperate Southern Africa,meanCumInt,18.838096875
1990,Autumn,Temperate Southern Africa,meanMaxInt,2.16853125
1990,Autumn,Temperate Southern Africa,meanDuration,10.28125
1990,Autumn,Temperate Southern Africa,Number_Events,32
1990,Autumn,Tropical Atlantic,meanCumInt,8.449501219512195
1990,Autumn,Tropical Atlantic,meanMaxInt,1.4132971544715447
1990,Autumn,Tropical Atlantic,meanDuration,6.987804878048781
1990,Autumn,Tropical Atlantic,Number_Events,246
1990,Autumn,Tropical Eastern Pacific,meanCumInt,7.9018041666666665
1990,Autumn,Tropical Eastern Pacific,meanMaxInt,1.5497291666666666
1990,Autumn,Tropical Eastern Pacific,meanDuration,5.916666666666667
1990,Autumn,Tropical Eastern Pacific,Number_Events,24
1990,Autumn,Western Indo-Pacific,meanCumInt,8.802415217391305
1990,Autumn,Western Indo-Pacific,meanMaxInt,1.4166665217391305
1990,Autumn,Western Indo-Pacific,meanDuration,7.391304347826087
1990,Autumn,Western Indo-Pacific,Number_Events,230
1990,Spring,Arctic,meanCumInt,9.122933980011759
1990,Spring,Arctic,meanMaxInt,0.9018896531452087
1990,Spring,Arctic,meanDuration,12.500881834215168
1990,Spring,Arctic,Number_Events,3402
1990,Spring,Central Indo-Pacific,meanCumInt,8.243395580110498
1990,Spring,Central Indo-Pacific,meanMaxInt,1.475896685082873
1990,Spring,Central Indo-Pacific,meanDuration,6.60036832412523
1990,Spring,Central Indo-Pacific,Number_Events,543
1990,Spring,Eastern Indo-Pacific,meanCumInt,7.424030666666667
1990,Spring,Eastern Indo-Pacific,meanMaxInt,1.4803826666666666
1990,Spring,Eastern Indo-Pacific,meanDuration,6.24
1990,Spring,Eastern Indo-Pacific,Number_Events,75
1990,Spring,Southern Ocean,meanCumInt,2.071984053156146
1990,Spring,Southern Ocean,meanMaxInt,0.26524651162790697
1990,Spring,Southern Ocean,meanDuration,9.471760797342192
1990,Spring,Southern Ocean,Number_Events,602
1990,Spring,Temperate Australasia,meanCumInt,9.361024590163934
1990,Spring,Temperate Australasia,meanMaxInt,1.6239524590163934
1990,Spring,Temperate Australasia,meanDuration,7.344262295081967
1990,Spring,Temperate Australasia,Number_Events,61
1990,Spring,Temperate Northern Atlantic,meanCumInt,33.26704006545115
1990,Spring,Temperate Northern Atlantic,meanMaxInt,2.307938288920056
1990,Spring,Temperate Northern Atlantic,meanDuration,17.2875175315568
1990,Spring,Temperate Northern Atlantic,Number_Events,2139
1990,Spring,Temperate Northern Pacific,meanCumInt,11.337104260089687
1990,Spring,Temperate Northern Pacific,meanMaxInt,1.6829816143497758
1990,Spring,Temperate Northern Pacific,meanDuration,7.894618834080718
1990,Spring,Temperate Northern Pacific,Number_Events,446
1990,Spring,Temperate South America,meanCumInt,14.138876635514018
1990,Spring,Temperate South America,meanMaxInt,1.965785046728972
1990,Spring,Temperate South America,meanDuration,9.242990654205608
1990,Spring,Temperate South America,Number_Events,107
1990,Spring,Temperate Southern Africa,meanCumInt,8.054690909090908
1990,Spring,Temperate Southern Africa,meanMaxInt,1.5396454545454545
1990,Spring,Temperate Southern Africa,meanDuration,6.090909090909091
1990,Spring,Temperate Southern Africa,Number_Events,11
1990,Spring,Tropical Atlantic,meanCumInt,11.621444444444444
1990,Spring,Tropical Atlantic,meanMaxInt,1.6845555555555556
1990,Spring,Tropical Atlantic,meanDuration,8.351851851851851
1990,Spring,Tropical Atlantic,Number_Events,108
1990,Spring,Tropical Eastern Pacific,meanCumInt,26.03032584269663
1990,Spring,Tropical Eastern Pacific,meanMaxInt,2.0224460674157303
1990,Spring,Tropical Eastern Pacific,meanDuration,13.865168539325843
1990,Spring,Tropical Eastern Pacific,Number_Events,89
1990,Spring,Western Indo-Pacific,meanCumInt,9.295784684684685
1990,Spring,Western Indo-Pacific,meanMaxInt,1.519388888888889
1990,Spring,Western Indo-Pacific,meanDuration,7.324324324324325
1990,Spring,Western Indo-Pacific,Number_Events,333
1990,Summer,Arctic,meanCumInt,22.70434065899907
1990,Summer,Arctic,meanMaxInt,2.232083742617345
1990,Summer,Arctic,meanDuration,12.397264532172832
1990,Summer,Arctic,Number_Events,3217
1990,Summer,Central Indo-Pacific,meanCumInt,10.592556097560976
1990,Summer,Central Indo-Pacific,meanMaxInt,1.4808177905308464
1990,Summer,Central Indo-Pacific,meanDuration,8.162123385939742
1990,Summer,Central Indo-Pacific,Number_Events,697
1990,Summer,Eastern Indo-Pacific,meanCumInt,8.658763157894738
1990,Summer,Eastern Indo-Pacific,meanMaxInt,1.521342105263158
1990,Summer,Eastern Indo-Pacific,meanDuration,6.7105263157894735
1990,Summer,Eastern Indo-Pacific,Number_Events,38
1990,Summer,Southern Ocean,meanCumInt,13.320166963562754
1990,Summer,Southern Ocean,meanMaxInt,1.3380915789473684
1990,Summer,Southern Ocean,meanDuration,12.146558704453442
1990,Summer,Southern Ocean,Number_Events,1235
1990,Summer,Temperate Australasia,meanCumInt,19.327371040723982
1990,Summer,Temperate Australasia,meanMaxInt,1.9340588235294118
1990,Summer,Temperate Australasia,meanDuration,12.475113122171946
1990,Summer,Temperate Australasia,Number_Events,221
1990,Summer,Temperate Northern Atlantic,meanCumInt,16.674534557595994
1990,Summer,Temperate Northern Atlantic,meanMaxInt,2.1865849749582638
1990,Summer,Temperate Northern Atlantic,meanDuration,9.315525876460768
1990,Summer,Temperate Northern Atlantic,Number_Events,599
1990,Summer,Temperate Northern Pacific,meanCumInt,20.110682462253195
1990,Summer,Temperate Northern Pacific,meanMaxInt,2.611624854819977
1990,Summer,Temperate Northern Pacific,meanDuration,9.113821138211382
